,sourceid,dstid,dow,mean_travel_time,la_name_src,area_src,la_name_dst,area_dst,dist_geo,dist_pop,dist_geo_log,dist_geo_sqrt,direction,src_cluster,dst_cluster,road_distance_by_traveltime,maxspeed_traveltime,fastest_travel_time,oneway_length,la_name_src.1,la_name_dst.1,population_density_src,population_density_dst,maxspeed_length,shortest_road_distance,oneway_length_by_length,fastest_travel_time_by_length
620,321,257,5,1673.32,29,0.44387,22,0.642361,8173.6479,8117.364104,9.008792925,90.40822916,157,11,71,14508,50,989,9380,Tower Hamlets,Lewisham,16792,8687,37,10816,2406,1144
621,321,861,1,1699.67,29,0.44387,21,0.803696,5725.603636,5593.214192,8.6528779,75.66771859,-126,11,1,7604,44,666,2446,Tower Hamlets,Lambeth,16792,11998,41,7438,2656,714
622,321,910,5,1466.75,29,0.44387,27,0.532973,4817.107535,4829.824945,8.480136502,69.40538549,-156,11,57,7475,42,698,1532,Tower Hamlets,Southwark,16792,11091,36,7300,1608,779
623,321,901,3,1052.64,29,0.44387,27,0.701761,3366.562193,3415.412713,8.121944377,58.02208367,-131,11,90,4853,42,461,603,Tower Hamlets,Southwark,16792,11091,37,4689,1301,547
624,321,974,2,2267.94,29,0.44387,32,0.693921,8802.094353,8901.910469,9.08285857,93.81947747,-83,11,16,11363,44,951,5247,Tower Hamlets,Westminster,16792,12564,36,10898,3653,1103
625,321,964,5,901.21,29,0.44387,30,1.49345,7532.527464,7098.105945,8.927118666,86.7901346,30,11,78,12046,48,784,8302,Tower Hamlets,Waltham Forest,16792,7135,42,9733,2587,887
626,321,336,2,2184.88,29,0.44387,31,0.795762,9839.980742,9870.569183,9.194310654,99.19667707,-132,11,19,12079,46,983,2677,Tower Hamlets,Wandsworth,16792,9624,44,11913,2887,1030
627,321,425,2,2976.88,29,0.44387,3,1.77204,13908.76677,13834.63516,9.540346518,117.9354347,-70,11,85,18366,45,1490,8487,Tower Hamlets,Brent,16792,7581,38,17142,4004,1689
628,321,320,5,267.62,29,0.44387,29,0.395052,1144.022727,1188.044612,7.043179765,33.82340502,-3,11,11,1646,39,162,58,Tower Hamlets,Tower Hamlets,16792,16792,37,1587,30,162
629,321,156,4,1013.07,29,0.44387,11,0.650394,3005.166385,3005.572491,8.00842092,54.81939789,-48,11,34,4014,33,446,158,Tower Hamlets,Hackney,16792,14737,33,4001,202,446
630,287,764,5,1417.05,27,0.584467,22,1.19034,8865.76387,8921.457841,9.090065169,94.15818536,137,57,42,12608,45,1052,3497,Southwark,Lewisham,11091,8687,39,11762,1646,1154
631,287,916,4,690.45,27,0.584467,27,0.805799,2882.395705,2929.741456,7.966723943,53.68794748,149,57,57,3350,33,369,426,Southwark,Southwark,11091,11091,33,3350,426,369
632,287,510,7,1674.81,27,0.584467,5,0.382852,7829.942592,7832.05752,8.965838164,88.48696284,-41,57,7,9072,33,996,4296,Southwark,Camden,11091,12824,33,9072,4296,996
633,287,397,1,1779.61,27,0.584467,2,1.62344,14837.09978,14752.68508,9.604953462,121.8076343,107,57,50,18871,47,1260,12036,Southwark,Bexley,11091,4117,46,16640,3362,1359
634,287,763,7,1461.37,27,0.584467,22,1.35384,7682.406199,7685.128301,8.946818243,87.64933656,144,57,42,10185,37,1031,1534,Southwark,Lewisham,11091,8687,33,9469,836,1046
635,287,908,2,174.63,27,0.584467,27,0.718411,1046.354147,783.2477258,6.954022403,32.34739783,118,57,57,1278,32,142,178,Southwark,Southwark,11091,11091,32,1278,178,142
636,287,260,4,1254.2,27,0.584467,22,1.15918,6851.459771,6871.066657,8.832362958,82.77354512,136,57,42,8696,38,871,1398,Southwark,Lewisham,11091,8687,38,8696,1398,871
637,287,318,3,1400.9,27,0.584467,29,1.13452,5891.384303,5910.314459,8.681416,76.75535358,37,57,11,8126,43,725,2604,Southwark,Tower Hamlets,11091,16792,41,7738,2370,739
638,287,465,2,2504.79,27,0.584467,5,2.08142,9762.522471,9271.372714,9.186408523,98.80547794,-37,57,7,10921,33,1202,4838,Southwark,Camden,11091,12824,33,10921,4838,1202
639,287,264,7,1527.64,27,0.584467,24,0.548332,9653.419705,9682.740986,9.17517109,98.25181782,60,57,47,12752,46,944,7387,Southwark,Newham,11091,9808,45,11809,4063,1018
640,362,571,5,1712.52,32,2.59471,11,0.616039,6521.022159,6341.000315,8.782939754,80.75284614,36,1,61,7317,32,818,1391,Westminster,Hackney,12564,14737,32,7317,1391,818
641,362,851,6,2347.76,32,2.59471,20,1.07099,15335.15517,15371.13145,9.637968403,123.8351936,-133,1,87,17687,44,1470,7333,Westminster,Kingston upon Thames,12564,4810,35,16920,4966,1640
642,362,751,5,1371.35,32,2.59471,18,0.664263,5206.147328,5074.764231,8.557787447,72.15363697,35,1,34,5743,32,642,1368,Westminster,Islington,12564,16697,32,5743,1368,642
643,362,865,5,2419.54,32,2.59471,26,1.94961,19016.93235,19224.39162,9.853137621,137.9018939,-119,1,64,22040,50,1570,14631,Westminster,Richmond upon Thames,12564,3451,50,21850,14486,1583
644,362,678,6,1021.1,32,2.59471,12,0.600424,5645.173248,5685.77963,8.638733293,75.13436796,-108,1,27,6541,43,564,5171,Westminster,Hammersmith and Fulham,12564,11189,34,6214,2490,683
645,362,64,2,1352.67,32,2.59471,3,0.765914,7278.036342,7146.963061,8.892753762,85.31140804,-68,1,58,10735,43,838,7749,Westminster,Brent,12564,7581,33,8473,3109,937
646,362,324,6,2386.34,32,2.59471,30,0.678879,10796.13621,10685.73114,9.287036212,103.9044571,51,1,79,12851,35,1288,4856,Westminster,Waltham Forest,12564,7135,35,12825,4962,1299
647,362,590,4,1763.17,32,2.59471,8,0.747378,8702.513315,8750.7034,9.071482052,93.28726234,-96,1,66,11149,46,892,8849,Westminster,Ealing,12564,6130,34,9931,3592,1070
648,362,73,5,2530.8,32,2.59471,4,1.9348,14969.85564,15059.25314,9.613860633,122.3513614,134,1,15,18984,44,1594,7517,Westminster,Bromley,12564,2216,40,18138,5666,1695
649,362,87,2,2877.0,32,2.59471,10,1.19293,17151.43901,17141.74696,9.749895659,130.9635026,94,1,68,21468,43,1852,7388,Westminster,Greenwich,12564,6105,40,20750,7000,1925
650,71,4,4,2530.45,4,1.73759,24,1.41902,11467.08437,11677.01096,9.347323184,107.0844731,20,42,32,20281,50,1388,12260,Bromley,Newham,2216,9808,44,17876,8345,1465
651,71,362,4,3030.44,4,1.73759,32,2.59471,12589.57195,12896.40725,9.440703555,112.2032618,-37,42,1,18049,43,1550,6593,Bromley,Westminster,2216,12564,36,15917,3086,1611
652,71,640,3,2835.25,4,1.73759,12,0.748941,17045.11616,17199.10323,9.743677666,130.5569461,-54,42,69,21054,47,1667,6114,Bromley,Hammersmith and Fulham,2216,11189,47,21023,6341,1680
653,71,314,7,1569.64,4,1.73759,28,2.56224,12811.57789,12693.00252,9.458182615,113.1882409,-126,42,21,15473,48,1164,2582,Bromley,Sutton,2216,4737,47,15082,2342,1182
654,71,387,6,2034.92,4,1.73759,2,1.53532,13416.23587,13322.3609,9.504295419,115.8284761,62,42,24,19094,48,1281,10259,Bromley,Bexley,2216,4117,39,16626,1237,1592
655,71,215,3,2545.74,4,1.73759,19,0.547446,13333.6345,13429.09889,9.498120027,115.4713579,-55,42,81,17189,47,1350,2990,Bromley,Kensington and Chelsea,2216,12932,46,16828,2786,1372
656,71,235,5,1493.15,4,1.73759,21,1.06494,7162.012287,7358.296066,8.876685882,84.62867296,-43,42,51,9218,41,849,351,Bromley,Lambeth,2216,11998,36,9055,340,903
657,71,255,3,1227.64,4,1.73759,21,1.11983,6760.886406,6972.999355,8.819057184,82.22460949,-88,42,8,9115,46,752,572,Bromley,Lambeth,2216,11998,42,8863,615,800
658,71,104,6,1300.1,4,1.73759,10,1.2563,7562.275914,7497.11011,8.931059697,86.96134724,52,42,29,10973,47,877,3492,Bromley,Greenwich,2216,6105,38,9879,134,985
659,71,303,4,1439.06,4,1.73759,28,4.97958,8728.330539,8893.815492,9.074443961,93.42553473,-121,42,21,10854,46,876,531,Bromley,Sutton,2216,4737,46,10854,531,876
660,672,975,4,1736.85,16,3.0642,32,0.560386,19083.67797,18948.86427,9.856641092,138.143686,102,67,16,23098,54,1365,21175,Hillingdon,Westminster,2671,12564,42,22055,13331,1604
661,672,903,5,3143.0,16,3.0642,27,0.420917,25802.26581,25703.21918,10.15825634,160.630837,106,67,1,30869,49,1977,25763,Hillingdon,Southwark,2671,11091,41,29386,20132,2220
662,672,466,2,2367.46,16,3.0642,5,0.68054,21412.67611,21362.18839,9.971785067,146.330708,91,67,76,28502,51,1769,24011,Hillingdon,Camden,2671,12824,41,25612,3534,2292
663,672,330,4,2332.48,16,3.0642,31,1.34269,22178.76953,22195.73373,10.00693587,148.9253824,114,67,81,25598,51,1584,22583,Hillingdon,Wandsworth,2671,9624,44,25068,18804,1722
664,672,854,2,2775.13,16,3.0642,21,1.43868,24320.824,24441.38368,10.09912933,155.9513514,105,67,1,28266,49,1830,24050,Hillingdon,Lambeth,2671,11998,42,27890,19021,2071
665,672,635,5,2966.89,16,3.0642,11,0.558778,26025.4424,25937.13833,10.16686832,161.3240292,89,67,61,32244,47,2144,26456,Hillingdon,Hackney,2671,14737,46,32185,26104,2147
666,672,974,5,1792.98,16,3.0642,32,0.693921,19621.87478,19432.77615,9.884451245,140.0781024,100,67,16,24162,55,1424,21934,Hillingdon,Westminster,2671,12564,42,22730,13409,1680
667,672,198,7,1350.63,16,3.0642,14,0.969709,9670.065667,9673.349885,9.176893786,98.33649204,70,67,70,10841,45,871,1636,Hillingdon,Harrow,2671,5000,45,10841,1636,871
668,672,498,6,1687.95,16,3.0642,17,4.86673,11339.89039,12101.66637,9.336170092,106.4889214,137,67,31,15979,49,1057,9717,Hillingdon,Hounslow,2671,4854,47,15187,8358,1194
669,672,830,5,3105.74,16,3.0642,25,0.90197,35700.42381,35666.52105,10.48294585,188.9455578,89,67,3,47292,63,2452,45607,Hillingdon,Redbridge,2671,5418,46,41796,28732,2936
670,753,893,7,1211.21,18,0.725245,32,0.812474,5608.567108,5680.953881,8.632228831,74.89036725,-92,34,16,7319,45,592,4136,Islington,Westminster,16697,12564,41,7275,3758,680
671,753,854,1,1150.84,18,0.725245,21,1.43868,3717.383623,3734.090786,8.221044343,60.97035036,-169,34,1,4711,32,526,2461,Islington,Lambeth,16697,11998,32,4711,2461,526
672,753,556,2,1589.95,18,0.725245,8,1.30452,10784.74594,10744.98953,9.285980721,103.8496314,-105,34,66,11910,46,845,10649,Islington,Ealing,16697,6130,42,11852,10471,892
673,753,149,1,908.12,18,0.725245,11,0.558607,4673.508853,4524.044651,8.449879378,68.36306644,31,34,48,5511,37,560,744,Islington,Hackney,16697,14737,37,5511,744,560
674,753,122,6,1913.2,18,0.725245,9,1.95609,12300.03577,12212.44324,9.417438747,110.9055263,20,34,84,13680,45,1046,2107,Islington,Enfield,16697,4127,43,13598,2136,1079
675,753,465,1,1424.0,18,0.725245,5,2.08142,5825.291838,5445.826016,8.670136029,76.32359948,-60,34,7,7856,37,795,3417,Islington,Camden,16697,12824,32,7502,2061,839
676,753,162,4,1526.23,18,0.725245,13,0.563888,7951.254555,7910.513574,8.981210759,89.16980742,-8,34,33,9702,35,1007,380,Islington,Haringey,16697,9002,34,9414,313,1017
677,753,211,6,1844.6,18,0.725245,19,0.370685,7476.504865,7531.321929,8.919654441,86.46678475,-128,34,27,10758,46,865,8250,Islington,Kensington and Chelsea,16697,12932,38,9304,5692,930
678,753,931,3,1030.47,18,0.725245,29,0.372309,3785.998547,3872.809445,8.239329044,61.53046845,119,34,11,4998,39,487,1526,Islington,Tower Hamlets,16697,16792,38,4919,1565,492
679,753,973,3,3073.88,18,0.725245,31,0.688453,12349.96603,12311.03363,9.42148956,111.130401,-154,34,75,14744,39,1457,2829,Islington,Wandsworth,16697,9624,39,14743,2776,1457
680,364,920,2,1622.57,32,1.58855,29,0.463725,6576.890527,6881.91841,8.791469384,81.09803035,55,1,11,8295,32,928,1925,Westminster,Tower Hamlets,12564,16792,32,8295,1980,928
681,364,803,5,746.8,32,1.58855,19,0.911781,4277.298797,4279.604304,8.361310732,65.40106113,-82,1,69,5050,39,506,1249,Westminster,Kensington and Chelsea,12564,12932,36,5016,1251,529
682,364,751,3,1729.9,32,1.58855,18,0.664263,6011.093495,6421.334519,8.701528302,77.53124205,29,1,34,7021,32,784,2124,Westminster,Islington,12564,16697,32,7020,2179,784
683,364,761,7,1760.8,32,1.58855,22,0.93853,9433.737329,9286.899375,9.152153617,97.12742831,139,1,42,11564,37,1156,1782,Westminster,Lewisham,12564,8687,36,11445,1753,1166
684,364,268,3,1657.74,32,1.58855,24,0.627009,10613.87851,10870.28376,9.270011929,103.0236794,75,1,32,13499,43,1096,7922,Westminster,Newham,12564,9808,40,12678,4245,1389
685,364,493,5,1053.07,32,1.58855,5,0.472384,5842.033892,5971.175094,8.673005443,76.43319889,-42,1,58,7068,41,647,3067,Westminster,Camden,12564,12824,39,7035,3069,670
686,364,121,7,2663.13,32,1.58855,9,2.15894,16343.21927,16608.61102,9.701629552,127.840601,8,1,43,21144,45,1708,10118,Westminster,Enfield,12564,4127,36,18968,2626,1982
687,364,576,4,1693.3,32,1.58855,7,1.2261,10003.63759,9774.904859,9.210804023,100.0181863,172,1,8,12041,45,1003,3913,Westminster,Croydon,12564,4491,40,11868,3766,1113
688,364,846,6,2162.54,32,1.58855,26,1.32644,16473.21975,16308.01429,9.709551999,128.3480415,-109,1,97,18208,50,1347,9863,Westminster,Richmond upon Thames,12564,3451,47,17914,9462,1386
689,364,879,1,1929.81,32,1.58855,22,1.28682,10354.84746,10492.94968,9.245306612,101.7587709,109,1,71,11986,41,1063,5719,Westminster,Lewisham,12564,8687,41,11863,5013,1089
690,256,305,1,1054.08,21,0.687362,28,0.947858,6051.888466,6127.051656,8.708290869,77.7938845,-153,8,21,7483,40,668,895,Lambeth,Sutton,11998,4737,40,7483,895,668
691,256,556,5,2514.25,21,0.687362,8,1.30452,13400.39048,13319.51114,9.503113748,115.7600556,-38,8,66,18134,47,1383,10468,Lambeth,Ealing,11998,6130,36,15748,3551,1556
692,256,108,3,1150.81,21,0.687362,7,1.24111,5784.541901,5573.744253,8.663117309,76.05617595,119,8,82,8007,46,654,848,Lambeth,Croydon,11998,4491,39,6989,588,707
693,256,343,5,1061.86,21,0.687362,31,0.728249,4401.819737,4406.705005,8.390000464,66.34621118,-19,8,19,5492,40,527,697,Lambeth,Wandsworth,11998,9624,35,5105,1026,550
694,256,498,6,2682.45,21,0.687362,17,4.86673,16343.79237,15625.70702,9.701664616,127.8428425,-61,8,31,20789,48,1579,6530,Lambeth,Hounslow,11998,4854,42,20586,3003,1825
695,256,682,7,1808.48,21,0.687362,12,0.407862,9481.195283,9426.848572,9.157171138,97.3714295,-36,8,27,10740,38,1000,2413,Lambeth,Hammersmith and Fulham,11998,11189,38,10740,2391,1000
696,256,780,3,533.73,21,0.687362,23,0.806623,1039.182852,1117.48736,6.947151796,32.23635916,-81,8,75,2520,37,264,447,Lambeth,Merton,11998,5490,37,2520,447,264
697,256,792,7,534.5,21,0.687362,23,0.904388,2533.717624,2497.269909,7.837837519,50.33604697,-116,8,26,4284,38,409,953,Lambeth,Merton,11998,5490,38,4284,953,409
698,256,300,6,1202.13,21,0.687362,28,1.54113,7869.610219,7858.122422,8.970890876,88.71082357,-126,8,91,9999,43,879,1830,Lambeth,Sutton,11998,4737,42,9941,1830,881
699,256,939,1,2741.76,21,0.687362,29,0.624579,12335.77075,12186.60486,9.420339574,111.066515,29,8,90,14802,46,1186,4891,Lambeth,Tower Hamlets,11998,16792,46,14781,4774,1192
700,655,681,6,2050.62,16,2.01403,12,0.437503,20356.01002,20160.77181,9.921180604,142.6744897,105,67,27,24508,51,1401,18466,Hillingdon,Hammersmith and Fulham,2671,11189,37,22156,10747,2105
701,655,662,3,1112.61,16,2.01403,16,1.65495,7045.123491,6772.206804,8.860232885,83.93523391,104,67,72,8793,49,649,6994,Hillingdon,Hillingdon,2671,2671,48,8745,7080,660
702,655,550,1,1538.19,16,2.01403,8,1.09645,12097.77868,11920.83932,9.400859791,109.9899026,100,67,94,16044,49,1019,11307,Hillingdon,Ealing,2671,6130,42,13479,8271,1184
703,655,640,7,1793.95,16,2.01403,12,0.748941,18421.23549,18229.9941,9.821313665,135.7248521,99,67,69,22163,57,1233,19195,Hillingdon,Hammersmith and Fulham,2671,11189,38,19666,8715,1861
704,655,662,4,1086.66,16,2.01403,16,1.65495,7045.123491,6772.206804,8.860232885,83.93523391,104,67,72,8793,49,649,6994,Hillingdon,Hillingdon,2671,2671,48,8745,7080,660
705,655,721,5,1596.88,16,2.01403,17,1.88816,11067.90915,11172.37038,9.31189548,105.2041309,125,67,97,14453,53,905,8861,Hillingdon,Hounslow,2671,4854,42,13104,2957,1181
706,655,839,4,2490.33,16,2.01403,19,0.498171,21163.43852,21043.86858,9.960077624,145.476591,104,67,27,25772,50,1508,20029,Hillingdon,Kensington and Chelsea,2671,12932,39,22961,11477,2139
707,655,977,4,2475.09,16,2.01403,32,0.540573,22541.96915,22379.57984,10.02317851,150.139832,94,67,16,26303,56,1497,23637,Hillingdon,Westminster,2671,12564,37,24419,10156,2361
708,655,425,6,1601.89,16,2.01403,3,1.77204,17611.6313,17538.38661,9.776371611,132.7088215,80,67,85,23960,55,1334,20830,Hillingdon,Brent,2671,7581,43,21620,5092,1912
709,655,720,3,1448.42,16,2.01403,17,1.6064,10288.04107,10061.44373,9.238834634,101.4299811,130,67,49,13316,52,842,7719,Hillingdon,Hounslow,2671,4854,42,12160,2507,1097
710,333,300,4,1433.27,31,0.805962,28,1.54113,11337.87498,11558.71706,9.335992364,106.479458,-162,81,91,16009,51,1009,10825,Wandsworth,Sutton,9624,4737,40,13939,4470,1279
711,333,307,3,1812.34,31,0.805962,28,1.62701,11912.73121,12133.78478,9.385446897,109.145459,176,81,21,14618,48,1102,2684,Wandsworth,Sutton,9624,4737,42,13895,1054,1254
712,333,346,2,504.37,31,0.805962,31,1.01135,3049.552426,3318.825244,8.023077977,55.22275279,-140,81,45,4056,43,359,1963,Wandsworth,Wandsworth,9624,9624,42,3977,1671,362
713,333,496,2,1231.81,31,0.805962,17,2.51124,5892.307952,6265.388496,8.681572741,76.76137018,-80,81,66,9178,47,697,6215,Wandsworth,Hounslow,9624,4854,47,9178,6215,697
714,333,344,6,382.0,31,0.805962,31,0.700727,2338.492249,2618.271376,7.757689197,48.35795952,-151,81,45,3096,45,265,1707,Wandsworth,Wandsworth,9624,9624,45,3096,1707,265
715,333,488,7,1561.95,31,0.805962,3,1.20248,8356.904511,8248.575392,9.030963018,91.41610641,-23,81,58,11792,43,1053,5093,Wandsworth,Brent,9624,7581,33,10512,793,1192
716,333,439,7,1662.57,31,0.805962,3,0.890012,9682.386534,9599.545093,9.178166968,98.39911856,-33,81,12,12328,46,968,6161,Wandsworth,Brent,9624,7581,36,12217,1345,1248
717,333,186,7,2753.55,31,0.805962,13,0.596741,13435.379,13232.19396,9.505721158,115.9110823,27,81,48,17117,44,1436,7939,Wandsworth,Haringey,9624,9002,38,16085,5384,1501
718,333,260,3,1796.11,31,0.805962,22,1.15918,10892.4198,10722.29383,9.295914197,104.3667562,103,81,42,13899,47,1063,2293,Wandsworth,Lewisham,9624,8687,45,13651,2668,1089
719,333,582,1,1278.77,31,0.805962,7,0.735001,9188.35611,9293.026687,9.125801149,95.85591327,149,81,8,11574,47,893,3490,Wandsworth,Croydon,9624,4491,38,10833,1768,1083
720,142,527,3,1919.67,10,1.79156,7,1.5866,16925.73747,16797.94732,9.73664975,130.0989526,-145,29,53,22919,45,1859,1157,Greenwich,Croydon,6105,4491,42,22529,1157,1927
721,142,641,3,1831.0,10,1.79156,15,12.2458,21786.93645,21154.97431,9.989111722,147.6039852,54,29,9,35555,53,2173,23345,Greenwich,Havering,6105,2320,46,32997,11226,2560
722,142,38,7,1414.22,10,1.79156,0,1.35771,11515.58097,11582.17562,9.351543099,107.310675,26,29,89,19533,56,1170,17616,Greenwich,Barking and Dagenham,6105,5933,46,19446,8346,1528
723,142,321,5,1341.09,10,1.79156,29,0.44387,9746.488239,9728.561867,9.184764914,98.7243042,-38,29,11,12751,50,871,9413,Greenwich,Tower Hamlets,6105,16792,43,12628,6394,1028
724,142,755,7,2241.63,10,1.79156,18,0.929619,13020.55809,13088.0845,9.474361578,114.1076601,-50,29,55,17147,44,1299,10783,Greenwich,Islington,6105,16697,43,17108,8282,1435
725,142,629,5,905.84,10,1.79156,10,1.08134,5833.195522,5705.341445,8.671491664,76.37535939,33,29,6,7367,44,645,2120,Greenwich,Greenwich,6105,6105,43,7367,2120,645
726,142,919,5,1584.7,10,1.79156,27,0.756062,7903.221938,7794.20817,8.975152318,88.90006714,-85,29,51,10802,47,872,3156,Greenwich,Southwark,6105,11091,47,10802,3156,872
727,142,279,6,1663.75,10,1.79156,25,0.727176,15038.88856,15067.94863,9.618461188,122.6331462,8,29,28,23036,58,1341,21985,Greenwich,Redbridge,6105,5418,46,21088,10098,1682
728,142,926,7,1708.03,10,1.79156,29,0.342744,10604.62324,10578.13831,9.269139634,102.9787514,-37,29,11,13998,49,967,9481,Greenwich,Tower Hamlets,6105,16792,42,13463,6636,1115
729,142,363,3,2829.97,10,1.79156,32,3.59333,15415.82048,14569.84557,9.643214431,124.1604626,-67,29,16,17941,44,1539,6377,Greenwich,Westminster,6105,12564,44,17941,6377,1539
730,236,893,4,1967.4,21,0.5279,32,0.812474,9054.185386,9014.711587,9.111092843,95.15348331,-28,51,16,11725,43,1033,4191,Lambeth,Westminster,11998,12564,40,11244,3919,1052
731,236,866,5,2285.61,21,0.5279,26,3.74854,15395.32195,15039.7882,9.641883926,124.0778866,-109,51,64,18550,47,1457,6696,Lambeth,Richmond upon Thames,11998,3451,46,18545,6653,1471
732,236,345,7,652.39,21,0.5279,31,1.06083,4108.708069,4244.801527,8.321107276,64.09920491,-106,51,19,5043,44,443,719,Lambeth,Wandsworth,11998,9624,42,5038,677,458
733,236,836,7,1786.91,21,0.5279,26,4.3397,12133.52434,11448.24362,9.40380992,110.152278,-85,51,40,13683,47,1070,2769,Lambeth,Richmond upon Thames,11998,3451,45,13645,2746,1136
734,236,264,7,2394.76,21,0.5279,24,0.548332,13338.40545,13362.46781,9.49847775,115.4920147,53,51,47,17133,47,1280,8069,Lambeth,Newham,11998,9808,46,16191,4746,1354
735,236,773,1,1894.73,21,0.5279,22,1.44212,9473.491489,9525.402091,9.15635836,97.33186266,116,51,42,13509,46,1078,1378,Lambeth,Lewisham,11998,8687,37,12115,1459,1204
736,236,155,3,2227.98,21,0.5279,11,0.634429,9197.375713,9236.263584,9.126782194,95.90294945,24,51,61,12375,43,1111,3039,Lambeth,Hackney,11998,14737,43,12375,3044,1111
737,236,80,3,1351.77,21,0.5279,4,0.933065,7804.626448,7757.481099,8.962600092,88.34379689,142,51,82,9538,43,832,1544,Lambeth,Bromley,11998,2216,39,9111,1350,874
738,236,114,3,1423.47,21,0.5279,7,1.03081,9055.839276,9009.532063,9.111275472,95.16217356,167,51,52,10520,47,823,3587,Lambeth,Croydon,11998,4491,47,10500,3587,824
739,236,498,1,2486.58,21,0.5279,17,4.86673,15343.47643,14814.34484,9.638510847,123.8687872,-80,51,31,19136,51,1322,13350,Lambeth,Hounslow,11998,4854,46,18656,12073,1421
740,415,269,7,1803.95,1,2.12067,24,0.598589,16398.32241,16442.46992,9.704995297,128.0559347,122,80,32,28947,64,1430,28303,Barnet,Newham,4600,9808,42,19829,7139,1700
741,415,852,5,3018.0,1,2.12067,20,1.07747,22909.19558,22693.35376,10.03933731,151.3578395,-160,80,87,27901,51,2004,14874,Barnet,Kingston upon Thames,4600,4810,41,27476,4914,2496
742,415,979,4,1928.04,1,2.12067,32,0.484638,9497.839386,9485.570146,9.1589249,97.4568591,-178,80,16,13970,50,958,10400,Barnet,Westminster,4600,12564,39,11125,2479,1027
743,415,536,6,1212.75,1,2.12067,8,0.888476,11878.64693,11531.32382,9.382581873,108.9892056,-126,80,56,14673,55,870,13108,Barnet,Ealing,4600,6130,51,13673,10672,901
744,415,131,7,667.93,1,2.12067,9,1.24232,7456.724884,7808.646041,8.917005671,86.35232993,69,80,84,9235,54,563,8032,Barnet,Enfield,4600,4127,52,8918,7231,589
745,415,548,3,2074.0,1,2.12067,8,1.04107,16513.08257,16226.13398,9.711968785,128.5032395,-123,80,31,19120,57,1136,16328,Barnet,Ealing,4600,6130,56,19063,16350,1157
746,415,961,1,1575.0,1,2.12067,30,2.49978,9284.27407,10471.87471,9.136184991,96.35493796,105,80,22,13392,48,995,3804,Barnet,Waltham Forest,4600,7135,41,12478,1141,1126
747,415,117,4,1037.06,1,2.12067,9,3.40123,7127.086922,6880.807075,8.871798164,84.42207604,31,80,43,9523,49,640,4165,Barnet,Enfield,4600,4127,47,9218,960,697
748,415,136,4,334.9,1,2.12067,9,1.14724,3101.695665,3318.331659,8.040026582,55.69286907,55,80,33,4548,58,247,3948,Barnet,Enfield,4600,4127,50,4349,3606,274
749,415,540,6,1391.88,1,2.12067,8,2.05723,17323.72275,16901.05825,9.759889821,131.6196139,-115,80,72,20903,59,1207,19749,Barnet,Ealing,4600,6130,48,20758,7224,1572
750,587,751,4,2957.0,8,1.32599,18,0.664263,15439.51534,15474.46342,9.6447502,124.2558463,72,94,34,18163,45,1442,11765,Ealing,Islington,6130,16697,41,17290,10308,1462
751,587,855,2,1300.55,8,1.32599,26,1.46457,6397.545232,6287.080403,8.763825936,79.98465623,-157,94,97,7852,45,668,2172,Ealing,Richmond upon Thames,6130,3451,45,7852,2172,668
752,587,684,5,1185.06,8,1.32599,12,0.80194,6113.617669,6147.844012,8.718437523,78.18962635,115,94,27,8785,43,711,5958,Ealing,Hammersmith and Fulham,6130,11189,33,8492,1493,945
753,587,187,5,2584.55,8,1.32599,13,0.979767,14227.84696,14287.62573,9.563026659,119.2805389,54,94,76,19049,56,1235,12449,Ealing,Haringey,6130,9002,35,17695,452,1889
754,587,705,5,1693.52,8,1.32599,14,6.31804,13507.98549,12877.69055,9.511110335,116.2238594,-6,94,46,17362,50,1191,7354,Ealing,Harrow,6130,5000,43,15867,1361,1374
755,587,476,5,1338.01,8,1.32599,16,2.454,10370.4026,10386.55174,9.246807547,101.8351737,-93,94,14,16327,64,803,14815,Ealing,Hillingdon,6130,2671,41,13129,2782,1203
756,587,474,5,1440.54,8,1.32599,16,1.81653,7387.096046,7629.685446,8.907625342,85.94821724,-82,94,72,8323,38,803,3350,Ealing,Hillingdon,6130,2671,38,8312,3339,804
757,587,440,3,1150.86,8,1.32599,3,1.23379,4369.313447,4431.442767,8.382590013,66.1007825,10,94,88,6592,47,517,1973,Ealing,Brent,6130,7581,43,5899,842,519
758,587,903,4,3547.0,8,1.32599,27,0.420917,14339.33422,14310.0927,9.570831421,119.7469591,93,94,1,18003,47,1365,12838,Ealing,Southwark,6130,11091,35,16419,4534,1732
759,587,282,5,2783.77,8,1.32599,25,1.69848,24605.10201,24480.00933,10.11074974,156.8601352,70,94,78,35168,61,1907,31415,Ealing,Redbridge,6130,5418,34,27738,10078,2707
760,328,282,4,260.76,30,0.84011,25,1.69848,3070.512986,3055.365936,8.029925549,55.41220972,46,79,78,5438,41,500,828,Waltham Forest,Redbridge,7135,5418,41,5438,828,500
761,328,373,4,2084.81,30,0.84011,1,1.58697,13752.7595,13820.89451,9.529067484,117.27216,-86,79,85,23297,49,1505,15555,Waltham Forest,Barnet,7135,4600,35,16930,3034,1792
762,328,77,1,2112.82,30,0.84011,4,2.08444,16860.84093,16686.54698,9.732808415,129.8493009,-177,79,37,24652,51,1666,15559,Waltham Forest,Bromley,7135,2216,44,21067,8945,1751
